Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:16,1359268656807628801,Aaron94Wigg,,,20228,0,en,Twitter for Android,,,False
"@kunalkamra88 Hell Kunal, i need you to do a show on farmers on Shut up ya Kunal. Enough is enough. I need you to screw this government again.",2021-02-09 22:31:14,1359268650776227843,HarrySa86820798,,,0,0,en,Twitter for iPhone,1359064286312738817,2259895735,False
"RT @ClaudiaWebbe: Did you know

250 million Indian Farmers are protesting to prevent the privatisation &amp; free market takeover of their farm…",2021-02-09 22:31:14,1359268650360795137,1in8billion1,,,2451,0,en,Twitter for iPhone,,,False
RT @RanaAyyub: For the international media that is waking up to the dictatorship under Narendra Modi and trying to understand the farmers p…,2021-02-09 22:31:14,1359268647605207040,pradeepsingh_96,,,1320,0,en,Twitter for Android,,,False
"@TheSikhNet @Keir_Starmer @UKLabour @lisanandy @SKinnock @PreetKGillMP @TanDhesi @GurratanSingh @SikhPA @DailySikhUpdate @rupikaur_ @Punjab2000music @valariekaur @Kisanektamorcha The Farmers are innocent but the BJP is involved in riots. The Most Faciast Government Ever in india.

#FarmersProtest 
#StandwithKashmir",2021-02-09 22:31:13,1359268643662680067,Danishraj86,,,0,0,en,Twitter for Android,1358820363841470468,2491391964,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:13,1359268643457138699,NorthleesBill,,,20228,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:12,1359268640382672900,jephreylira,,,20223,0,en,Twitter for iPhone,,,False
"RT @M_Star_Online: The international community must show solidarity with Indian farmers: As socialists, we must stand alongside workers who…",2021-02-09 22:31:12,1359268638965006336,veronic91276084,,,13,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:11,1359268637513715718,nickfloatr,,,20228,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:11,1359268637308239878,Katie_m_B,,,20228,0,en,Twitter Web App,,,False
RT @rupikaur_: &amp; we certainly can’t let the same journalists who built careers legitimizing the state’s terror in kashmir &amp; punjab try to b…,2021-02-09 22:31:10,1359268630131843072,pandeeep,,,469,0,en,Twitter for iPhone,,,False
"RT @amnesty: The Indian government must immediately stop its escalating crackdown on protesters, farming leaders and journalists, amid ongo…",2021-02-09 22:31:09,1359268629330747403,tanjit_sandhu,,,280,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:08,1359268624205234177,sarahczym,,,20228,0,en,Twitter for iPhone,,,False
Farmers’ protests: Tweet by UK Indian women’s group outrages Sikh community https://t.co/Uavuuar4c4 via @timesofindia,2021-02-09 22:31:07,1359268621407707142,naomi2009,,,0,0,en,Twitter Web App,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:06,1359268613455241216,singhnextdoor,,,20228,0,en,Twitter for Android,,,False
"RT @AnikaMolesworth: Hey @SkyNewsAust it's great you keep inviting politicians who ""represent"" farmers to talk about climate change and its…",2021-02-09 22:31:05,1359268613023100929,delpjm,,,11,0,en,Twitter Web App,,,False
The Women Behind the Indian Farmers Protest https://t.co/WZELfwuX85 via @YouTube,2021-02-09 22:31:04,1359268606593413131,daniela_djuric,,,0,0,en,Twitter Web App,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:03,1359268602067767296,JxM_1997,,,20226,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:31:02,1359268599463104523,whodunndidit,,,20226,0,en,Twitter for Android,,,False
"RT @agnewscenter: Via AgPR:

FUNDING FOR SOLDIERS-TURNED-FARMERS OPEN THROUGH SUNDAY, FEB. 14TH https://t.co/fFr7TzcD5C

@FarmVetCo https:/…",2021-02-09 22:31:02,1359268597260972034,FarmVetCo,,,6,0,en,Twitter for iPhone,,,False
@karaikudiyan கிறுக்கு கூ.....42crs for 30 sec ad...Very rich farmers...fckng kalistanis...Don't worry.. Indian voters r watching,2021-02-09 22:31:01,1359268596090761216,sandyyyy1989,,,0,0,en,Twitter for Android,1359136417507512326,110334854,False
"RT @AnikaMolesworth: Hey @SkyNewsAust it's great you keep inviting politicians who ""represent"" farmers to talk about climate change and its…",2021-02-09 22:30:59,1359268586116632578,climacticshow,,,11,0,en,Twitter Web App,,,False
"RT @srivatsayb: ""Rihanna is a Fool &amp; Dummy""

""Urmila is a soft-porn Star""

""Tapsee, Swara are B-grade Actress""

""Farmers are Terrorists""

""…",2021-02-09 22:30:57,1359268578026016771,AliyaMukherjee,,,1678,0,en,Twitter for iPhone,,,False
"RT @iyoba4u: #Eritrea gave refugee 2 #Ethiopia'n army survivors from the Nov. 4 attack while they're sleeping.

Those soldiers were securin…",2021-02-09 22:30:57,1359268575379349505,EnateWth,,,31,0,en,Twitter for iPhone,,,False
RT @InvestableU: Let it grow! One of our favorite recent #podcast interviews featured #veteran founder/CEO of #agtech startup @HarvestRetur…,2021-02-09 22:30:56,1359268573609406465,oikos_solutions,,,2,0,en,Oikos Solutions,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:56,1359268571222802436,WhatRTheOds,,,20228,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:55,1359268569670852618,kasserole7,,,20228,0,en,Twitter Web App,,,False
"RT @harbhajanmann: Though I’m grateful to be selected, I humbly cannot accept the Shiromni Gayak award from the Department of Language. Peo…",2021-02-09 22:30:54,1359268563970760706,sukhiR6,,,1309,0,en,Twitter for iPhone,,,False
RT @johnsy123aus: Most people think that the Nationals are for farmers ? That bullshit they stand for coal and gas,2021-02-09 22:30:54,1359268563110924290,alpinejan,,,75,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:52,1359268555993276418,HelloTiffi_,,,20228,0,en,Twitter for iPhone,,,False
"RT @shubhshaurya1: It's always pleasure to watch @Pawankhera Sir debates.
He is Prime Minister of this country and didn't shed a tear on th…",2021-02-09 22:30:49,1359268545704701953,Azher007Azher,,,106,0,en,Twitter for iPhone,,,False
RT @Polymat43955419: I saw an Aljazeera's news item on Buhari's loans to rice farmers in the North...dude provided 600m USD in loans for fa…,2021-02-09 22:30:48,1359268540143071239,Damilarey_4,,,32,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:47,1359268535646625794,celesta_ffxiv,,,20229,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:46,1359268531947323394,Writebro_Alpha,,,20229,0,en,Twitter for Android,,,False
RT @PoliticalKida: Renowned Economist Manmohan Singh Explaining How Farmers Can Make More Profit With Help Of Private Players. https://t.co…,2021-02-09 22:30:46,1359268531544543233,RISH_KD,,,1010,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:44,1359268524431089664,briarushing,,,20229,0,en,Twitter for iPhone,,,False
"RT @JeromeFosterII: We are still here! #FarmersProtest 

You think we forgot? Justice for Indian Farmers &amp; the climate crisis is still on o…",2021-02-09 22:30:44,1359268524120752131,baljind13955508,,,918,0,en,Twitter for iPhone,,,False
RT @andy_park: Great to hear @AnikaMolesworth on @RNBreakfast this morning. I visited her Broken Hill Farm six years ago for @thefeedsbs (a…,2021-02-09 22:30:44,1359268524041011203,LizDolphinfluff,,,2,0,en,Twitter for Android,,,False
"RT @ClaudiaWebbe: Did you know

250 million Indian Farmers are protesting to prevent the privatisation &amp; free market takeover of their farm…",2021-02-09 22:30:44,1359268522916945923,Zanes_mum,,,2451,0,en,Twitter for iPhone,,,False
"RT @floydgreenja: Come March 1, 2021 our Fisherfolk and Farmers will be able to access a Group Health and Life Insurance Plan. Thanks to Sa…",2021-02-09 22:30:42,1359268513911865344,Yan_Angelic,,,195,0,en,Twitter for iPhone,,,False
"RT @ClaudiaWebbe: Did you know

250 million Indian Farmers are protesting to prevent the privatisation &amp; free market takeover of their farm…",2021-02-09 22:30:41,1359268509981712384,amneet22857285,,,2451,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:41,1359268509251952640,Gorgonnn,,,20229,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:40,1359268505619746819,MegannKeyser,,,20229,0,en,Twitter for iPhone,,,False
"RT @srivatsayb: ""Rihanna is a Fool &amp; Dummy""

""Urmila is a soft-porn Star""

""Tapsee, Swara are B-grade Actress""

""Farmers are Terrorists""

""…",2021-02-09 22:30:36,1359268489760972800,AlAkBseth,,,1678,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:34,1359268481141796870,CharNanagins,,,20229,0,en,Twitter for Android,,,False
RT @JoshBBornstein: farmers need to form a political party that represents their interests,2021-02-09 22:30:34,1359268480462123008,geoffrey_payne,,,354,0,en,Twitter Web App,,,False
"RT @sikh_coalition: Protestors blocked national and state highways for three hours on Saturday as part of the ongoing #FarmersProtest. ""We…",2021-02-09 22:30:32,1359268472295882756,EkOnkar1469,,,22,0,en,Twitter for iPhone,,,False
"RT @pragyanojha: @rihanna My country is proud of our farmers and knows how important they are, I trust it will be addressed soon. We don’t…",2021-02-09 22:30:31,1359268469217218560,deepak_bombay,,,12935,0,en,Twitter Web App,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:31,1359268467711479810,RobotsForCake,,,20231,0,en,Twitter for iPhone,,,False
"RT @asyIvms: the farmers protest in india: a beginners guide 

PLEASE RETWEET
credits to: creativemannco on ig https://t.co/GQNXDHrWQB",2021-02-09 22:30:30,1359268462657482756,mixinicks,,,3,0,en,Twitter for iPhone,,,False
RT @GrowHopeGlobly: So grateful for our partnership that allows US farmers &amp; their churches &amp; communities to support this amazing project.…,2021-02-09 22:30:26,1359268449340506116,maxfinberg,,,1,0,en,Twitter for iPhone,,,True
"RT @ClaudiaWebbe: Did you know

250 million Indian Farmers are protesting to prevent the privatisation &amp; free market takeover of their farm…",2021-02-09 22:30:25,1359268443833438209,IndiaIs16731224,,,2451,0,en,Twitter for Android,,,False
"RT @saahilmenghani: #Verified

👉Famous Punjabi Singer Rupinder Handa returns her award

👉Did so in ✊ with #FarmersProtest &amp; #NodeepKaur at…",2021-02-09 22:30:25,1359268442763845637,baljeetdhindsa,,,430,0,en,Twitter for iPhone,,,False
RT @johnsy123aus: Most people think that the Nationals are for farmers ? That bullshit they stand for coal and gas,2021-02-09 22:30:25,1359268442038145026,Outofthewoodsi1,,,75,0,en,Twitter Web App,,,False
"@will_case @NickBuckley3 @bentd76 @DuncanTWilson Just not true Will! I speak to farmers all the time who see changes in under 5 years - we saw massive water infiltration and reduced run off in one summer of mob grazing rented land. 

Sadly the mindset you just described is the barrier, not the time 🙂",2021-02-09 22:30:25,1359268442017320961,howemill,,,0,0,en,Twitter for iPhone,1359267828101242884,295851843,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:24,1359268439366504456,BigManiNawf,,,20231,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:22,1359268428654206976,Messaika,,,20231,0,en,Twitter Web App,,,False
@AbhishekIndia99 @TBraveheart @miakhalifa @ReallySwara ...farmers from ur state aren't opposing..only Punjab farmers are opposing...! So ur going by media narratives that only Punjab farmers are opposing? Which state are u from? Is ur state in India?,2021-02-09 22:30:20,1359268423222452225,jimkjoy,,,0,0,en,Twitter for Android,1359133592471826437,140907549,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:20,1359268422245310464,NautikaC,,,20231,0,en,Twitter for iPhone,,,False
@UNLincoln student Sean Krebs of Clearwater has been named 1 of 4 finalists in the @NEFarmBureau's Young Farmers &amp; Ranchers Discussion Meet. Krebs is majoring in agriculture engineering in @UNL_CASNR. @NPTelegraph @UNL_BSE #UNL #ThisIsCASNR #IANR https://t.co/1QY3vYjTIE,2021-02-09 22:30:20,1359268420961902592,UNL_IANR,,,0,0,en,Hootsuite Inc.,,762288787,False
"RT @the_hindu: #FarooqAbdullah made an impassioned speech in the #LokSabha, warning the government of not just the perils of pushing farmer…",2021-02-09 22:30:19,1359268418852057089,sethyashverma,,,1,0,en,Twitter for iPhone,,,False
The National Farmers Federation &amp; farmers themselves don’t want to be left out of net zero emissions by 2050. Shows how out of touch the Nationals really are.  #auspol https://t.co/TLL6z0cjna,2021-02-09 22:30:17,1359268409842626564,MThistlethwaite,,,0,0,en,Twitter for iPad,,,False
"RT @yadavRdeepak: 207 farmers were martyred till the 76th day of the peasant movement ...
 But this government laughed in Parliament yester…",2021-02-09 22:30:14,1359268397712867337,Abhishek002080,,,55,0,en,Twitter Web App,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:13,1359268394105724935,sscarlett_fever,,,20232,0,en,Twitter for iPhone,,,False
RT @EcoSenseNow: The alarmists jumped the gun just a tad. Today on the prairies it is -30C with wind chill -40C which is also -40F. Farmers…,2021-02-09 22:30:12,1359268389517164546,DEW17761,,,281,0,en,Twitter Web App,,,False
"#FarooqAbdullah made an impassioned speech in the #LokSabha, warning the government of not just the perils of pushing farmers groups too hard on the contentious farm laws but also what he termed as attempts to subvert democracy in #JammuandKashmir.
https://t.co/4SWZhVNIb8",2021-02-09 22:30:12,1359268387218718722,the_hindu,,,1,2,en,SocialFlow,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:30:11,1359268385129779200,Sassefratz,,,20232,0,en,Twitter for Android,,,False
RT @JoshBBornstein: farmers need to form a political party that represents their interests,2021-02-09 22:30:11,1359268384689377284,suma3,,,354,0,en,Twitter for iPhone,,,False
RT @SirPentapotamia: The Green Revolution effects were uneven throughout Punjab; farmers from the Majha region had consistently low average…,2021-02-09 22:30:09,1359268376087060481,JassSin96907531,,,7,0,en,Twitter for Android,,,False
"📖 Book Launch TOMORROW: Author Robert Paarlberg &amp; guests will discuss solutions that make sense for farmers &amp; consumers alike through the rapidly changing worlds of food &amp; farming! 🍽️

🎟️ https://t.co/HhqBO460G8

@Kennedy_School @HarvardWCFIA @USAID @ClaudiaRingler @AAKnopf https://t.co/JJJl5iYZxo",2021-02-09 22:30:09,1359268374837084160,IFPRI,,,0,0,en,Hootsuite Inc.,,,False
My sister gave me an interesting chocolate bar today. Apparently it's made in Africa where the cocoa is actually grown so the farmers actually get paid decently. #Fairtrade  @fairafric https://t.co/4zRckd6mcR,2021-02-09 22:30:07,1359268368050659328,LinuxPony,,,0,0,en,Twitter for Android,,,False
"Adding @SenBooker @SenatorWarnock to the Senate Ag committee is a massive win for our food system!

Black farmers have faced a long history of systemic racism at the hands of @USDA — and we are excited to work with the Senators to fight for fair policies.

https://t.co/6RD0Yj6xVA",2021-02-09 22:30:05,1359268359188189187,foe_us,,,0,0,en,Sprout Social,,,False
"RT @castlvillageman: North and South. Even the oddly named ""ulster farmers union"" (that does NOT represent Ulster) know a market of 446 mil…",2021-02-09 22:30:04,1359268355732099073,2fastn2furious1,,,3,0,en,Twitter Web App,,,False
"RT @JeromeFosterII: We are still here! #FarmersProtest 

You think we forgot? Justice for Indian Farmers &amp; the climate crisis is still on o…",2021-02-09 22:30:03,1359268350065582080,unclegurmi,,,918,0,en,Twitter for iPhone,,,False
"RT @ClaudiaWebbe: Did you know

250 million Indian Farmers are protesting to prevent the privatisation &amp; free market takeover of their farm…",2021-02-09 22:30:03,1359268350040367117,baljeetdhindsa,,,2451,0,en,Twitter for iPhone,,,False
"RT @_punjaab: If farmers are andolan jivi then BJP is RakhtJivi- @BhagwantMann in LS

“I don’t care if speaking for farmers means that I’ll…",2021-02-09 22:30:03,1359268349813936132,_punjaab,,,8,0,en,Twitter for iPhone,,,False
"The Supreme Court stayed the arrest of Congress leader @ShashiTharoor and 6 senior journalists for allegedly tweeting unconfirmed news on the death of a protester during tractor rally  

https://t.co/UUDiKZ8gAL",2021-02-09 22:30:00,1359268338413805580,JagranEnglish,,,0,1,en,TweetDeck,,,False
RT @PunYaab: Paramjeet Kaur talks about her 75-year-old father Jorawar Singh's association with ongoing farmers protests. He was very dedic…,2021-02-09 22:30:00,1359268336782237701,SDhaliwal08,,,260,0,en,Twitter for Android,,,False
"RT @amritabhinder: Greta under attack for using her ""bully pulpit"" to wade into political issues, such as farmers protest in India

Former…",2021-02-09 22:29:57,1359268326560518147,SamWit_Wicky,,,63,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:57,1359268324580839425,JooceCrossing,,,20232,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:55,1359268318834786304,MHAbbas,,,20232,0,en,Twitter for iPhone,,,False
"RT @TS_SinghDeo: A splendid display of courage and character by @IYC today at #SansadGherao

When the voices of our farmers &amp; youth go unhe…",2021-02-09 22:29:53,1359268310148255748,ChandrakantIyc,,,62,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:51,1359268302443347968,seenabira,,,20232,0,en,Twitter for iPhone,,,False
"RT @JeromeFosterII: We are still here! #FarmersProtest 

You think we forgot? Justice for Indian Farmers &amp; the climate crisis is still on o…",2021-02-09 22:29:50,1359268297972195330,b0parai,,,918,0,en,Twitter for iPhone,,,False
"RT @savingpunjab: FARMER BEING FED BY A SEVADAR AT THE PROTEST

IS THIS WHAT THE GOVERNMENT CALLS “TERRORISM”??

#Farmers #ReleaseDetainedF…",2021-02-09 22:29:50,1359268297003401219,desi_RiRi_,,,9,0,en,Twitter for iPhone,,,False
RT @attar__singh: Let’s continue to raise awareness for the Kisaans (farmers) in India. I’ve put together a timeline of events and some oth…,2021-02-09 22:29:49,1359268290191843332,NazT88,,,6,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:48,1359268289965219842,ginaddict1010,,,20232,0,en,Twitter for iPhone,,,False
"RT @JeromeFosterII: We are still here! #FarmersProtest 

You think we forgot? Justice for Indian Farmers &amp; the climate crisis is still on o…",2021-02-09 22:29:48,1359268289243799552,DilsherBrar6,,,918,0,en,Twitter for iPhone,,,False
"RT @Tractor2twitr: Because No, you don't have to be a farmer to support farmers. 
Everyone can see through the malign attempts and smeer ca…",2021-02-09 22:29:47,1359268285737357315,Ammy_22g,,,130,0,en,Twitter for iPhone,,,False
"RT @JeromeFosterII: We are still here! #FarmersProtest 

You think we forgot? Justice for Indian Farmers &amp; the climate crisis is still on o…",2021-02-09 22:29:47,1359268284038664192,Sam53732910,,,918,0,en,Twitter for Android,,,False
"RT @flawsome_guy: Modi ji crying in parliament is Historical but farmers crying on roads is political

Godi media logic!",2021-02-09 22:29:47,1359268283715702785,Ved0212,,,57,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:46,1359268280020717568,kmohr__,,,20232,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:45,1359268274496806915,EastJesusNotnow,,,20232,0,en,Twitter for Android,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:44,1359268270684180480,wonhoIgbt,,,20232,0,en,Twitter for iPhone,,,False
"RT @StatCan_eng: Pizza lovers, rejoice! Today is #NationalPizzaDay. 🍕 In 2019, Canadian dairy farmers produced over 165 000 tonnes of mozza…",2021-02-09 22:29:43,1359268267718754306,bee2216,,,3,0,en,Twitter Web App,,,False
"Reply to ""Hema Malini"" who apprentley said the farmers dont know what they want ???? Didn't expect anything else from her to be honest.

#modi #fuckmodi #kangnaraunat #kisanprotest #istandwithfarmers #FarmersProtest #dehli #punjab #punjabi #KisanTractorRally #KisanEktaMorcha https://t.co/18SgPKSb0u",2021-02-09 22:29:43,1359268265160282112,IamHJandu,,,0,0,en,Twitter for Android,,,False
"RT @Sikh24: Over 150 farmers are dead in a protest that has extended 150 days in India.

@BernieSanders will you please stand with the Indi…",2021-02-09 22:29:42,1359268260819124226,TerajitS,,,5,0,en,Twitter for iPhone,,,False
"@soym1k3 @spxmzyy quiere farmers interacts, en 5 min es imposible stonks",2021-02-09 22:29:37,1359268241709953024,idkdefelipe,,,0,1,en,Twitter for iPhone,1359267806483607555,1257825208708333580,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:36,1359268238094454784,radseed,,,20232,0,en,Twitter for Android,,,False
RT @rihanna: why aren’t we talking about this?! #FarmersProtest https://t.co/obmIlXhK9S,2021-02-09 22:29:35,1359268234743136257,UmarAbd56941464,,,317149,0,en,Twitter for iPhone,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:35,1359268234076196867,poopysheep,,,20232,0,en,Twitter Web App,,,False
"RT @808constituent: @RepRashida The laws they are protesting, OVERTURN 700 yrs of farmer EXPLOITATION
Support the reform of the agriculture…",2021-02-09 22:29:35,1359268233774178306,madinclinations,,,2,0,en,Twitter for Android,,,False
"RT @iAnkurSingh: Yogendra Yadav in 2018 wanted Govt to link Farmers directly to market.

When Modi Govt did it, Aandolan Jeevi is opposing…",2021-02-09 22:29:31,1359268217588379651,ruchir_pandey,,,5332,0,en,Twitter for Android,,,False
"RT @RaviSinghKA: IMPORTANT NOTICE : 

Sikh social media “influencers”!! If you’re not supporting the #Farmers I will start to name you !

Y…",2021-02-09 22:29:30,1359268214153252864,Manojbi03241036,,,2472,0,en,Twitter Web App,,,False
"RT @ashes_will_fly: Tiktok is good sometimes actually, I vaguely knew about the Indian Farmers Protest but he explained exactly what is goi…",2021-02-09 22:29:29,1359268206922366979,KaardsTheGamer,,,20232,0,en,Twitter for Android,,,False
