Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool
"RT @ZaidZamanHamid: Resistance is alive !

https://t.co/QNNwF5h0UB",2021-02-09 22:26:27,1359267445329039365,mokab20,,,19,0,en,Twitter for iPhone,,,False
RT @CHVNoticias: COVID-19: Más de un millón de personas ya se han vacunado en el país https://t.co/6s983RQBa6,2021-02-09 22:26:27,1359267444922191873,Sussyislazy,,,1,0,es,Twitter for iPhone,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:27,1359267444448260099,Nelsonramon111,,,750,0,es,Twitter for Android,,,False
"RT @RealGeorgeWebb1: Who was that reporter talking about Fauci doing gain of function research at the Erasmus Lab in Rotterdam, Netherlands…",2021-02-09 22:26:27,1359267443114393604,WalkerCoastal,,,72,0,en,Twitter for Android,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:26,1359267442690830337,IraidaOlivar,,,750,0,es,Twitter for Android,,,False
"Bruins Notebook: As postponements mount, Bruins press on https://t.co/msCB1h8dwP",2021-02-09 22:26:26,1359267440425914372,SentandEnt,,,0,0,en,SocialFlow,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:26,1359267438924283906,andreaanaval,,,1527,0,es,Twitter for iPhone,,,False
"Isn't it just pneumonia , people die of pneumonia every year they're just tryin'a scare you with ""facts"" ( hmm? , unproven , scientifical ), figures , &amp; statistics. Of course its True .

#coronavirus , #covid19 , #thetruth",2021-02-09 22:26:25,1359267438496481281,JonathanSutch,,,0,0,en,Twitter Web App,,,False
"RT @Mippcivzla: 🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪
Evitar la propagación de las enfermedades respiratorias agudas es evitar la entrada del Coronavirus.
Se…",2021-02-09 22:26:25,1359267438345539584,ColmanNathaly,,,244,0,es,Twitter for Android,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:25,1359267438064459783,hookerboyd_,,,1527,0,es,Twitter for iPhone,,,False
"RT @889Noticias: #AHORA 

Los expertos de la #OMS que investigan en #Wuhan, el origen del #Coronavirus anunciaron este martes que el #Covid…",2021-02-09 22:26:25,1359267437502472195,ValeriaSM_it,,,5,0,es,Twitter for iPhone,,,False
"RT @ADuferret: Coronavirus - Les vaccins ARN risquent de créer de nouveaux virus dangereux pour l’humanité toute entière 

le Dr Christian…",2021-02-09 22:26:25,1359267437481451521,PkkWalter,,,365,0,fr,Twitter for iPad,,,False
RT @AlbertoRodNews: ÚLTIMA HORA | Perú anunció que vacunará contra el COVID-19 a los migrantes venezolanos (Detalles). https://t.co/EFd55fj…,2021-02-09 22:26:25,1359267436458106883,endervel,,,305,0,es,Twitter for Android,,,False
"@PoliticsForAlI On behalf of us all, Thank you Boris for not signing us up to the EU vaccine scheme👏🇬🇧👏🇬🇧👏🇬🇧👏 https://t.co/duFtx2ZqJ0",2021-02-09 22:26:25,1359267434948145152,timmyvoe,,,0,0,en,Twitter for Android,1359267065484496896,1166419406685188101,False
"RT @tagesschau: Studie: Starke Coronavirus-Ausbreitung nach ""Querdenken""-Demos https://t.co/QgNtPv9XlI #Coronavirus #CoronaDemonstrationen",2021-02-09 22:26:24,1359267431684984839,Liane13,,,255,0,de,Twitter Web App,,,False
"@thoton9 #変異型コロナウイルス 
フランス２４動画ニュース「#ワクチン が効きにくい上に感染率・致死率が高い #南アフリカ変異株 が侵入してきたからパリは学校閉鎖」
Coronavirus pandemic: Paris school closes after cases found of South African variant
https://t.co/QOvs3o0GQn",2021-02-09 22:26:23,1359267430166523905,hanayuu,,,0,0,ja,Twitter Web App,,18924321,False
"RT @ReutersUK: Common asthma drug cuts COVID-19 hospitalization risk, recovery time - Oxford study https://t.co/2noZfQN4Vr https://t.co/SAL…",2021-02-09 22:26:23,1359267429227110401,liowiss,,,108,0,en,Twitter for Android,,,False
"RT @StevenT65674368: What do you call a Canadian Prime Minister that tells you to buy Canadian while he buys oil from Saudi Arabia? 🤔

Trud…",2021-02-09 22:26:23,1359267429029969924,Bwagg4,,,9,0,en,Twitter Web App,,,False
"RT @ReutersUK: Common asthma drug cuts COVID-19 hospitalization risk, recovery time - Oxford study https://t.co/2noZfQN4Vr https://t.co/SAL…",2021-02-09 22:26:23,1359267428107079684,kayutangi2004,,,108,0,en,Twitter Web App,,,False
"RT @Mippcivzla: 🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪
Evitar la propagación de las enfermedades respiratorias agudas es evitar la entrada del Coronavirus.
Se…",2021-02-09 22:26:23,1359267426966323203,marilulula2,,,244,0,es,Twitter for Android,,,False
$IBM The recent winter resurgence in coronavirus cases and the rising popularity of hybrid working ecosystems shou… https://t.co/7asZF9y0mv,2021-02-09 22:26:23,1359267426907676674,stocknewsdotcom,,,0,0,en,StockNews.com News Feed,,,False
"RT @meganoticiascl: ""Bebé milagro"": Pesó 765 gramos, estuvo muerto y luego superó hasta el #coronavirus 

https://t.co/6aPJTL10jO",2021-02-09 22:26:23,1359267426429460480,ftojavier,,,6,0,es,Twitter for Android,,,False
"RT @AngelaRayner: Our NHS staff have worked round the clock for almost a year to tackle this dreadful virus, save lives and keep us all saf…",2021-02-09 22:26:22,1359267425909358594,Thehuck_59,,,112,0,en,Twitter for Android,,,False
"RT @AP: The second-oldest known living person in the world tested positive for the coronavirus in France. Three weeks later, French nun Luc…",2021-02-09 22:26:22,1359267425070555141,MediciSusan,,,137,0,en,Twitter for iPhone,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:22,1359267425003462656,bertasells1,,,1529,0,es,Twitter for iPhone,,,False
"RT @Vilma_Meche: Misión De La OMS En CHINA🇨🇳 Complemento Su Informe Sobre Estudios Del Covid-19 

""Coronavirus No Salió De Laboratorio, Es…",2021-02-09 22:26:22,1359267424999268352,EucarisGM,,,312,0,es,Twitter for Android,,,False
"RT @BelTel: Covid restrictions 'likely to remain until early next year', says Chief Medical Officer Dr Michael McBride #coronavirus #COVID1…",2021-02-09 22:26:22,1359267424969904131,tanchristine58,,,5,0,en,Twitter for Android,,,False
"RT @BBCNWT: Tributes have been paid to Margaret and Derek Firth who both died with coronavirus at Trafford General Hospital.

Both 91, the…",2021-02-09 22:26:22,1359267424219111427,JohnEllison10,,,593,0,en,Twitter for iPad,,,False
RT @DCBMEP: What a shameful Whitewash we are seeing from World Health Organisation (WHO) - a true case of kowtowing. Why did they not even…,2021-02-09 22:26:22,1359267424105861126,felixrandal,,,7,0,en,Twitter Web App,,,False
"RT @BBCNWT: Tributes have been paid to Margaret and Derek Firth who both died with coronavirus at Trafford General Hospital.

Both 91, the…",2021-02-09 22:26:22,1359267422394605569,mzmariaizabel,,,593,0,en,Twitter Web App,,,False
RT @Cooperativa: Comunas de Magallanes lideran porcentaje de vacunados con la primera dosis #CooperativaEnCasa https://t.co/fcsJWItWaE http…,2021-02-09 22:26:21,1359267421853540353,DMVecinal,,,2,0,es,Twitter for Android,,,False
スペイン、コロナ感染累計300万人突破 ポルトガル国境閉鎖延長 - ロイター https://t.co/Y3uzAly3Ci #ポルトガル,2021-02-09 22:26:21,1359267421614452745,portuguese_info,,,0,0,ja,SocialDog for Twitter,,,False
RT @L__Janahi: لاتتمارضو فتمرضو  #Coronavirus,2021-02-09 22:26:21,1359267418732982276,NooraAlmahmeed,,,0,0,ar,Twitter for iPhone,,,False
"RT @gustavoviloriar: Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la guardia, recuerda que es…",2021-02-09 22:26:20,1359267415843106822,Gladys49277740,,,9,0,es,Twitter for Android,,,False
"RT @WashTimes: World's second-oldest person, 116, survives coronavirus: 'I didn’t even realize I had it’ https://t.co/SVwn5BrwV3",2021-02-09 22:26:20,1359267415658496013,andyltaylor,,,25,0,en,Twitter for iPhone,,,False
Poolse ex-president Aleksander Kwaśniewski heeft coronavirus https://t.co/I5VAD91o3l,2021-02-09 22:26:20,1359267415121666053,Polennieuwsnl,,,0,0,pl,Twitter Web App,,,False
RT @JesseKellyDC: None of the people telling you to worry about coronavirus are worried about coronavirus.,2021-02-09 22:26:20,1359267415083737090,BigFatKoch,,,2047,0,en,Twitter for Android,,,True
"RT @picardonhealth: Looming threat from new #coronavirus variants means provinces must be ready to lock down again quickly, @CPHO_Canada sa…",2021-02-09 22:26:20,1359267414777749515,sdja3,,,6,0,en,Twitter for iPhone,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:20,1359267413775253512,ireeneegoomeez,,,1529,0,es,Twitter for iPhone,,,False
"RT @Mippcivzla: 🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪
Evitar la propagación de las enfermedades respiratorias agudas es evitar la entrada del Coronavirus.
Se…",2021-02-09 22:26:19,1359267413477457920,ShermanGuerra,,,244,0,es,Twitter for Android,,,False
"@AGHamilton29 What does the word “most” mean to you, because to me it would mean at least more than half. And the WHO revised their guidance on mask wearing before half of 2020 was over. 

https://t.co/HDjrnplgiq",2021-02-09 22:26:19,1359267412403621890,AnOnoma3,,,0,0,en,Twitter Web App,1359253080253038592,116835497,False
"RT @medicalfollower: 🇮🇱 Leader mondial en termes de taux d'infection par nombre d'habitants,soit un taux de contamination de 8,8% Israël av…",2021-02-09 22:26:19,1359267412051451904,MarieLaureSaura,,,20,0,fr,Twitter for Android,,,False
RT @MoNscience: Pfizer says it has increased production to double coronavirus vaccine output in the past month. https://t.co/45iNZpY4JB,2021-02-09 22:26:19,1359267411984142340,nashlrie,,,11,0,en,Twitter for iPhone,,,False
"RT @AristeguiOnline: #ÚltimaHora Coronavirus no salió de laboratorio, es de origen animal y surgió en diciembre de 2019 en Wuhan, concluyen…",2021-02-09 22:26:19,1359267409979265024,stgo23,,,462,0,es,Twitter for Android,,,False
@TrisagionSeraph @Phil_Johnson_ Not everyone can wear a mask. Those with asthma or breathing difficulties can’t wear them. Also viruses are small enough to fit through a mask so they don’t work. Do they block saliva? Sure. Do they block the coronavirus? Hardly at all.,2021-02-09 22:26:19,1359267409849446403,ephesianpaul15,,,0,0,en,Twitter for iPhone,1359256849598599170,39319391,False
RT @StatTradeEdge: NFL offers all 30 stadiums for use as Coronavirus vaccine sites as long as nobody kneels.,2021-02-09 22:26:18,1359267408716959747,glotook,,,7,0,en,Twitter for Android,,,False
"RT @mjtrezza1: Así lo dijo Pdte Maduro : Nadie debe quedarse en su casa con el Coronavirus, si usted presenta algún síntoma debe asistir a…",2021-02-09 22:26:18,1359267407571918851,MiguelG74493503,,,13,0,es,Twitter for Android,,,False
RT @rn_katie: @PiattPatti Well....we have this idiot too  🙄https://t.co/Cj3bHFuLJ9,2021-02-09 22:26:18,1359267407517405188,kyblueblood,,,3,0,en,Twitter for Android,,,False
"RT @AP: BREAKING: Expert with the World Health Organization in Wuhan says coronavirus leak from a Chinese lab unlikely, most probably jumpe…",2021-02-09 22:26:18,1359267407244767234,RasheedsWorld,,,1027,0,en,Twitter for iPhone,,,False
"RT @Cooperativa: [En vivo] Jeanette Vega, asesora OMS: Con esta vacuna (Sinovac) y con ninguna vamos -en el primer año- a tener inmunidad d…",2021-02-09 22:26:18,1359267406376538118,paulabravoc,,,6,0,es,Twitter Web App,,,False
Mais 17 novas mortes por coronavírus são registradas em cidades do Sul e Costa Verde do Rio https://t.co/w5BPs5dPg6 https://t.co/H2L3LnDIue,2021-02-09 22:26:18,1359267405869027331,AlmanaqueBP,,,0,0,pt,IFTTT,,,False
"Kamala Harris hat ein TV-Interview gegeben, das bei Joe Biden nicht gut ankam. Der Grund: Sie hat einen wichtigen Demokraten verärgert. https://t.co/rslh2ZhX7l",2021-02-09 22:26:18,1359267405135048708,PolitikFr,,,0,0,de,Echobox,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:17,1359267404518477826,AeliaAlicia,,,336,0,es,Twitter for Android,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:17,1359267401397919758,pecolmf,,,750,0,es,Twitter for Android,,,False
"RT @gustavoviloriar: Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adoptar medidas higiénicas com…",2021-02-09 22:26:16,1359267400445788160,AquilesVasquez9,,,10,0,es,Twitter for Android,,,False
RT @cordeliers: Emails reveal that Germany's Ministry of the Interior commissioned researchers from the Robert Koch Institute to fabricate…,2021-02-09 22:26:16,1359267400357711872,AlisonBlunt,,,78,0,en,Twitter for iPhone,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍 ! ✍️🇻🇪 

Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adopt…",2021-02-09 22:26:16,1359267400265392131,AlvaradoJoiner,,,466,0,es,Twitter for Android,,,False
"Coronavirus tracker: California reported 346 new deaths, but a continued drop in hospitalizations as of Feb. 8 https://t.co/wxcDzPHXBd",2021-02-09 22:26:16,1359267398231195660,ivdailybulletin,,,0,0,en,SocialFlow,,,False
RT @AndrewFeinberg: “The next one that comes in will have that playbook at their fingertips and they'll do it at the start. And then over f…,2021-02-09 22:26:16,1359267397543186439,netbacker,,,1,0,en,Twitter for iPhone,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:16,1359267397513969669,Richard61319547,,,336,0,es,Twitter for Android,,,False
WHO team: Coronavirus unlikely to have leaked from China lab (from @AP) https://t.co/05oNbPiMnG,2021-02-09 22:26:16,1359267397467799552,BobCarter385761,,,0,0,en,Twitter for iPad,,,False
"Did you get your COVID Vaccine &amp; want to show off your completed “Vaccination Card” to celebrate or share with others? Be mindful of potential scams, you can be putting yourself at risk! Click here to watch this video to prevent scams! https://t.co/WkTLmn9qkL @MaritzaBondmph",2021-02-09 22:26:15,1359267396519940097,NHPublicHealth,,,0,0,en,Twitter Web App,,,False
"RT @Gestionpe: “Vacunas de Pfizer llegarían al país el próximo mes”, señala Pilar Mazzetti ► https://t.co/zcVlpMMwlu https://t.co/lYKrv6BB2C",2021-02-09 22:26:15,1359267396071096320,jose1721,,,6,0,es,Twitter for Android,,,False
RT @liamstack: European politicians appear to be making some sort of coronavirus vaccine beefcake pinup calendar https://t.co/Kfq9hiBzof,2021-02-09 22:26:15,1359267394552799235,hotshot_911,,,5852,0,en,Twitter Web App,,,False
RT @Cooperativa: 🔴 Chile superó el millón de personas vacunadas contra el Covid-19 #CooperativaEnCasa https://t.co/HmMYrYWysW https://t.co/…,2021-02-09 22:26:15,1359267393562943490,decolumpio,,,129,0,es,Twitter for Android,,,False
RT @janekin24: This has got to stop. There are already thousands of them. There always will be. Move on and stop this obsession: it’s how v…,2021-02-09 22:26:15,1359267392719847425,flowerpotz1,,,118,0,en,Twitter for iPad,,,False
RT @paulagonzza: el coronavirus no puede matarme porque yo ya morí en esta escena https://t.co/tGdEzSJNeO,2021-02-09 22:26:14,1359267392078110728,lozoya_sanchez,,,687,0,es,Twitter for iPhone,,,False
"Tratamiento desarrollado por médicos mexicanos ayuda a reducir mortalidad por Covid

#SergioTeInforma

#COVID19 #COVID #Coronavirus #vacunacion #VacunaCOVID19 #Pfizer #neumoscopio #ISSSTE #Ginebra #ciclosporina https://t.co/2PvpCAHSDc",2021-02-09 22:26:14,1359267392061378560,sergomezv,,,0,0,es,Twitter for iPhone,,,False
"RT @Noti90Minutos: #Noti90 Este martes 09 de febrero, de los 5.442 nuevos casos en el país, el #Valle registró 728 contagiados. https://t.c…",2021-02-09 22:26:14,1359267391734239233,ElGranDebate,,,1,0,es,Twitter Web App,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:14,1359267390526263298,dexsabeth,,,336,0,es,Twitter for Android,,,False
RT @Cooperativa: Comunas de Magallanes lideran porcentaje de vacunados con la primera dosis #CooperativaEnCasa https://t.co/fcsJWItWaE http…,2021-02-09 22:26:13,1359267388055826432,camiabarca,,,2,0,es,Twitter for iPhone,,,False
RT @COLRICHARDKEMP: Who would have suspected that after spending time as guests of the Chinese Communist Party WHO “experts” have failed to…,2021-02-09 22:26:13,1359267387451838464,steinway_world,,,40,0,en,Twitter Web App,,,False
"RT @extra3: Überraschung!
Sogenannte #Querdenker leider nur gegen Vernunft immun, nicht gegen Corona-Viren. 

https://t.co/rFUU0OgVXp",2021-02-09 22:26:13,1359267386319339525,oliver_konow,,,145,0,de,Tweetbot for iΟS,,,False
"RT @HerrNaumann: Spiegel: ""Virologen warnen vor Kontrollverlust durch die neuen Virusmutationen""
Süddeutsche: ""aktuelle Maßnahmen reichen n…",2021-02-09 22:26:13,1359267385832853519,SoNacht,,,18,0,de,Twitter for iPhone,,,False
RT @RegeneracionMx: #RegeneraciónMX | Si esta maldición llamada coronavirus nos hubiera agarrado en gobiernos anteriores ya hubiéramos dobl…,2021-02-09 22:26:13,1359267384985440257,garibayraquel1,,,22,0,es,Twitter for Android,,,False
RT @paulagonzza: el coronavirus no puede matarme porque yo ya morí en esta escena https://t.co/tGdEzSJNeO,2021-02-09 22:26:13,1359267384964579330,lauramoron12,,,687,0,es,Twitter for iPhone,,,False
"RT @SinEmbargoMX: Si la “maldición” del coronavirus hubiera llegado a México en sexenios anteriores, “ya hubiéramos doblado muertes y deuda…",2021-02-09 22:26:12,1359267382246707201,enribt,,,64,0,es,Twitter for Android,,,False
RT @PrensaFANB: ☣️ #Covid_19 || Por la salud de nuestro pueblo: Quédate en casa. Solo una estricta emergencia justifica salir de tu hogar.…,2021-02-09 22:26:12,1359267381974081536,barcosthomas192,,,156,0,es,Twitter for Android,,,False
RT @paulagonzza: el coronavirus no puede matarme porque yo ya morí en esta escena https://t.co/tGdEzSJNeO,2021-02-09 22:26:12,1359267381265244162,Vayne_H,,,687,0,es,Twitter for Android,,,False
"Coronavirus tracker: California reported 346 new deaths, but a continued drop in hospitalizations as of Feb. 8 https://t.co/3BjG7owfwR",2021-02-09 22:26:12,1359267381181317123,sbsun,,,0,0,en,SocialFlow,,,False
RT @PolitiekBIJ1: Machil Deinum werd vorig jaar maart ziek door het coronavirus. Het was toen niet mogelijk om je testen voor het virus en…,2021-02-09 22:26:12,1359267381172969478,lawantgarde,,,13,0,nl,Twitter Web App,,,False
"A Rainbow Six spin-off called ""Quarantine"" seemed like a good idea in 2019, but now, maybe not so much… 👇🏻👇🏻👇🏻
#RainbowSix #RainbowSixQuarantine #Ubisoft 
https://t.co/Jpf8QjhZLG",2021-02-09 22:26:12,1359267380837425158,Ivan_Belluccio,,"Agropoli, Campania",0,0,en,Twitter for iPhone,,,False
"@JustinTrudeau Le Coronavirus est « Une Arme Biologique ».
Nous sommes au cœur de la guerre biologique hors limite déclarée au monde par le Parti Communiste Chinois.
Constitué à partir du virus de la chauve-souris de Zhoushan, contrôlé en exclusivité par l’armée du
PCC ( la PLA ). https://t.co/rJmaSXRsnc",2021-02-09 22:26:12,1359267380833128449,longjinshi,,,0,0,fr,Twitter for iPhone,1359257648508657666,14260960,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-09 22:26:11,1359267378215936000,eduard_silver,,,336,0,es,Twitter for Android,,,False
"RT @slvdrmalheiro: Carmo Gomes deu uma aula a Costa: medidas graduais não servem, precisamos de testagem forte e critérios claros para fech…",2021-02-09 22:26:11,1359267376328491009,EliaAbreu1,,,6,0,pt,Twitter for iPad,,,False
"RT @Mippcivzla: #EnVivo 🔴 | Pdte. @NicolasMaduro: Nadie debe quedarse en su casa con el Coronavirus, si usted presenta algún síntoma debe a…",2021-02-09 22:26:10,1359267375703588864,JoseCar46378570,,,246,0,es,Twitter for Android,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:10,1359267374604701700,cayetanareciio_,,,1529,0,es,Twitter for Android,,,False
"RT @Fcotta63: Se nos echa encima #SanValentín en un momento crítico. He aquí la nueva #Mascarilla ""San Valentón"", el sistema combinado para…",2021-02-09 22:26:10,1359267373866508289,loxlo3,,,14,0,es,Twitter Web App,,,False
"@kaokou11 #変異型コロナウイルス 
フランス２４動画ニュース「#ワクチン が効きにくい上に感染率・致死率が高い #南アフリカ変異株 が侵入してきたからパリは学校閉鎖」
Coronavirus pandemic: Paris school closes after cases found of South African variant
https://t.co/QOvs3o0GQn",2021-02-09 22:26:10,1359267373698543619,hanayuu,,,0,0,ja,Twitter Web App,,267627732,False
"RT @24_snte: #LaTareaEsCuidarte 🧑‍💻📝

Ante cualquier sospecha de haber contraído #coronavirus #COVID19 🦠 no dudes en hacerte una prueba, pe…",2021-02-09 22:26:10,1359267373472243720,galileicc,,,18,0,es,Twitter for Android,,,False
"RT @hommel_b: Het komt er aan! De tussenrapportage van de @bpoc2020!

#coronavirus #coronamaatregelen #lockdown https://t.co/k9R2b8w6Iu",2021-02-09 22:26:10,1359267372947955720,esther241101,,,36,0,nl,Twitter for Android,,,False
RT @alvaro_baw22: coronavirus déjame que este verano sea la ostia por favor,2021-02-09 22:26:10,1359267372796887045,_naataliia00,,,1529,0,es,Twitter for iPhone,,,False
"RT @luiscarrillo66: El coronavirus tiene origen animal según misión de #OMS en #Wuhan
https://t.co/qW70STVitG

#PueblosUnidosPorLaPaz",2021-02-09 22:26:10,1359267371941318658,JosFern07816218,,,2,0,es,Twitter for Android,,,False
"RT @ArielAnaliza: Mala noticia

https://t.co/E61RfQilUz",2021-02-09 22:26:09,1359267370230026243,GetDragon,,,28,0,es,Twitter for Android,,,False
"RT @proceso: A un año de la muerte del médico Li Wenliang -quien alertó sobre la propagación del coronavirus SARS-CoV-2-, miles de usuarios…",2021-02-09 22:26:09,1359267368321572870,DoctorSergioMJ,,,31,0,es,Twitter for Android,,,False
"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍 ! ✍️🇻🇪 

Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adopt…",2021-02-09 22:26:09,1359267367495344129,FalconYohandy,,,466,0,es,Twitter for Android,,,False
"RT @mayakauf: Citi Field was supposed to be a 24/7, ""mega"" vaccination site — but it will only be open four days a week and offer about 200…",2021-02-09 22:26:08,1359267365981024257,IngridPGomez,,,11,0,en,Twitter for iPhone,,,False
Coronavirus latest news: New 'variant of concern' identified in UK with 21 confirmed cases https://t.co/0gMAn6HDBc via @yahooNewsUK,2021-02-09 22:26:08,1359267365519785984,jonathon793793,,,0,0,en,Twitter Web App,,,False
"Another day with significantly lower #coronavirus cases than we saw just a week ago (which at the time was a very low day):
-1,319 new cases (1,276 yesterday)
-68 new deaths (55 yesterday)
-55,659 active cases (58,439 yesterday)
-1,401 hospitalizations (1,387 yesterday)
#WCVB https://t.co/05Xoto5RRo",2021-02-09 22:26:08,1359267364152487938,bensimmoneau,,,0,1,en,Twitter for iPhone,,,False
